"","CSF.1","CSF.2","CSF.3","CSF.4","CSF.5","CSF.6","CSF.7","CSF.8","CSF.9","CSF.10","CSF.11","CSF.12","CSF.13","CSF.14","CSF.15","CSF.16","CSF.17","CSF.18","CSF.19","CSF.20","CSF.21","CSF.22","CSF.23","CSF.24","CSF.25","CSF.26","CSF.27","CSF.28","CSF.29","CSF.30","CSF.31","CSF.32","CSF.33","CSF.34","CSF.35","CSF.36","CSF.37","CSF.38","CSF.39","CSF.40","CSF.41","CSF.42"
"Oxoproline",4.89623261359616,4.59743333358302,4.94336508083838,4.35317464008495,4.49774119918475,5.50066431994089,5.83603971839768,4.56177467447856,4.7000149847922,5.49422241524233,4.8258443709252,4.9368494546676,4.31347861958079,4.09653416329509,4.84608591246815,4.96905175967809,4.91953900337726,5.11614839811189,4.76459032920315,4.85309976991913,4.70189100673411,4.64349010893628,5.2395755055995,4.71797569874992,5.37662402970641,4.76806857848068,5.06538613427745,4.50100195927124,4.77252707864644,4.57588945908002,5.54370882752692,4.80107778315903,4.71824705387746,4.09423172252261,5.12724804523677,4.4453589990092,5.10231391807981,4.81788983673269,4.73411390882972,4.75110071562174,4.70400007343874,5.08484062817682
"Aspartic",1.28198162967775,1.13968577156251,1.28720359389232,1.08169872400855,1.17526278776389,1.63305619203784,1.75220333982903,1.09230309415839,1.27321720417698,1.4963608114771,1.28198162967775,1.28372522371606,0.973728728849319,0.727153360095275,1.20773930215901,1.36564231817236,1.22636178999432,1.42030078229657,1.23371469660159,1.29756614757306,1.20397270432593,1.12550118684362,1.53096640311505,1.02240560293439,1.36724608922612,1.28198162967775,1.28372522371606,1.13160499413483,1.03588900787332,1.01787067014661,1.48929354101757,1.21149176595344,1.15367196466066,0.949689143662856,1.26615010246932,1.06014585097756,1.21149176595344,1.11935989416831,1.09441047339335,1.00873790810127,1.12957463622329,1.27321720417698
"4-Hydroxyproline",0.291124390869557,0.167849506692709,0.211272569190673,0.142921987646894,0.481195577586657,0.203800555971078,0.174307446089504,0.257045065656557,0.260889562243872,0.251399602431263,0.166552966816897,0.236993595125512,0.166228505504918,0.105705326203837,0.881992743006944,1.06748137797807,0.500426924210597,0.664384985942279,0.49249779042639,0.195642438576798,0.252293104776351,0.183597908577028,0.215914444171046,0.164279863143645,0.306187903388557,0.201297453553712,0.245122475424289,0.134919279064419,0.300246508305733,0.232448763231808,0.611970367531976,0.298826665137838,0.164929776070389,0.0977453940798443,0.294554925198447,0.366132004639328,0.27960357911717,0.189321251670417,0.233359351877671,0.24332171593056,0.98684559348579,0.253780529396789
"Threonic acid",4.878573449728,4.48114829156218,4.54382655574704,4.07948672925466,4.42643291794968,4.32291522674659,4.42416400370964,4.9046630358065,4.10427575097787,4.61691494549469,4.95547488291898,5.09416385757029,4.44783614463785,2.87664745344378,4.44682851956567,4.7017164197447,4.27548653469105,4.94537302667307,4.9099322857632,4.10999659423864,6.48054201486354,4.55158542609239,3.84772018984317,4.27104632976186,4.57334344591866,4.45684556832029,4.65827000263126,4.45414448499102,5.10351828824297,4.4485571938231,4.20030959512255,4.54335658887057,4.4524119362799,3.98555446857534,4.59173148985741,4.40200020324112,4.02006362639308,3.91251128619969,4.29889771119847,4.8199439279667,4.38717324313509,4.01018330160757
"a-ketoglutaric acid",0.58485838166262,0.573058852257157,0.602300713550062,0.663772590850231,0.518167049433136,0.79323063197407,0.527527448539201,0.422856857716585,0.492768836803314,0.741937344729377,0.698396528592686,0.511877730107961,0.671869763295456,0.169076307821712,1.6094379124341,1.48994288465513,0.897161570548851,0.616607114801247,0.282405023287445,0.380597045127273,0.797981227657516,0.317496327499372,0.7739992990337,1.29976135151252,0.886373975174557,0.739427913023449,0.650129809212518,0.4194025951907,0.844285814442099,0.924676512724333,0.476561019987973,0.533719468323201,0.405465108108164,0.36974701096063,0.58192155427325,0.391330618525573,0.446708070009217,0.724237770180997,0.486317211209751,1.04639519929228,0.53062825106217,1.47920933379538
"Glutamic acid",0.456099285325709,0.246133094993454,0.639402884921352,0.255182924878646,0.70815036777055,0.419322121362863,0.660047221316293,0.612037987726559,0.874499267569895,0.724623318295766,0.633249022929494,0.54758357604246,0.571504945262841,0.302685259662386,0.730801378907816,0.93654925523393,0.227783967907748,0.724059774749367,0.439754193571815,0.436001813923133,0.337302463316206,0.730801378907816,0.308680969226338,0.603807531611106,0.67021176319735,0.525141283976585,0.36108380063107,0.498658868056959,0.322252035690674,0.374766146798894,0.53062825106217,0.28185115564976,0.277455508949887,0.240663575452837,0.303544004220058,0.454624347018277,0.94426777894594,0.461977316906305,0.615185639090233,0.322252035690674,1.00736361975074,0.341443217938274
"Phenylalanine",2.1946186292455,2.13496576679379,2.26410649640414,2.11625551480255,2.21380305840599,2.29761777627848,2.46863379550683,2.13475266004188,2.33963778460919,2.16166487007089,2.04028391653646,2.46954907359796,2.25024809624388,1.52389963172336,2.7845662667082,3.24491227556695,2.31333787407512,2.36280690428145,2.2567769382118,2.20291402833838,2.30060112623287,2.18057010273643,2.81330261091681,2.35753387294568,2.40018582928793,1.91214179047948,2.167147083931,2.60342349021787,2.42973355800902,2.71892182360748,3.95682410001892,2.56668039680958,2.34163252190371,1.96326201658794,2.5273129885718,2.30456513142351,2.25394354278101,2.00111466321242,2.42464324397521,2.01682304278597,1.24552972871906,3.1069673849351
"d-Xylitol",0.0687329310386937,0.0410558839659862,0.0466529104403507,0.0373070563564726,0.0278730228903525,0.102725463956497,0.0503669394532772,0.0326011598659639,0.039183222065884,0.066911434799757,0.0447907199009155,0.0363676470280177,0.0447907199009155,0.0116280415211307,0.125335131104373,0.119298020819947,0.0659994409743263,0.126194599055514,0.0930037857575532,0.0457222534163074,0.0912260054524589,0.0696424364739288,0.0614269633837491,0.0577538604153337,0.099201236179904,0.0623431349147948,0.0965498837809811,0.0614269633837491,0.0659994409743263,0.0687329310386937,0.141540169088121,0.0650866146568727,0.0457222534163074,0.0549901520806848,0.0858736316694818,0.030712582982426,0.0822893942897282,0.0595920983592705,0.0503669394532772,0.0354273543798125,0.0947784020719701,0.080492446525856
"d-Arabitol",2.11227852064902,1.60357278615817,1.55886252870806,1.10476614810752,1.05511996114678,1.49951862133193,1.60650964925325,1.71549993797632,1.26273810809313,1.88727637008835,1.87285125719361,1.97229255265654,1.20484960981963,0.561007162382052,2.00707519624422,2.22467623121782,1.58076566408749,2.42972426760501,2.2528295524988,1.30061119257986,3.46728806008013,1.68433922266907,1.69852639574405,1.26108249364553,1.90990341752541,1.48417079074116,1.88505923556542,2.04334460345739,1.58296984315286,1.61255195875497,1.85578007502062,1.37230810787754,1.47707543636035,1.31169893171665,1.70137541113816,1.01919209830157,1.12078188372645,1.17880492356354,1.4613765086107,1.59767307736339,1.69692026183215,1.33274141036764
"Glycerol-1-phosphate",1.99381257236063,1.69361912160766,1.75785791755237,1.79681914744066,1.70316575008604,2.17128720424173,1.98429438608634,1.62067889518618,2.25266380434445,2.05189162901775,1.72972979829224,1.86104218759423,1.25895490170625,1.34297837376667,2.25858774988632,2.23421310015062,1.88575120450867,1.7675559120306,1.92899779517765,1.53546365441717,2.31725949535433,1.76458181313988,1.96923834693457,2.01141869064232,1.79825996183691,1.8969025112402,1.97287251829285,1.59542721945621,2.00499907128012,1.94901090815771,2.01432311909859,2.13184837210594,1.91436183619218,1.61030713455108,2.17869654406651,1.59189350543805,2.10994965046886,1.89950848015867,1.98429438608634,1.98249965636784,1.74199062630877,2.34805709146893
"Glutamine",6.26357919860267,6.42447591585438,6.9632089071671,6.08907888847384,6.54048511772422,7.6044822942808,7.83827923621701,5.85703989850624,6.27185289741972,6.9730981640323,6.44783266511928,6.1783797038149,5.9366321025735,5.26881131291526,6.82016100486825,7.51814158182258,6.67703623091266,6.98639546512045,6.93704948311389,6.39273754726394,6.5724084088984,6.79177748789082,7.42699391391683,6.56500085065186,7.08421594425593,6.29204587775246,6.79864607911258,6.77855449571806,6.32500839303263,6.23334643407069,7.41137953503119,6.71694277591512,6.27102623832699,6.14630249071538,6.87668248122756,6.25640242007917,6.99312760512818,6.45179261243616,6.57515603264217,6.28302813920629,6.443475238706,6.95177455674055
"Xylonic acid",1.05936734855469,0.664092810571057,0.831326828288662,0.536493370514568,0.62057648772511,0.622529632858187,0.814962475720122,0.861738533021261,0.642810375958581,0.974902637771442,1.07531264794179,0.926061046525379,0.524190455205191,0.212174490531871,0.854415328156068,1.16853401308203,0.671552024643855,1.32175583998232,1.16343486320869,0.522574494691731,2.29656702066848,0.851315763507347,0.942844129203441,0.459149498213203,0.908258560176891,0.781823816069967,0.788870502282121,1.02114201389454,0.918470155204852,0.747549282593504,0.955511445027436,0.788870502282121,0.785974963583525,0.571493030549489,0.785974963583525,0.489694853277979,0.484108252234,0.495804286264666,0.705794119819061,0.672016389644821,0.777237608227636,0.597336860706434
"Ribonic acid",1.78963599959473,0.933237245141275,1.3019241114627,1.01786225033966,0.840783171522873,0.903113370554557,1.53157463640645,1.25483872690316,1.32030024778849,1.93389014018114,1.75848468660885,1.60615982537288,0.773050001526716,0.406676507400999,1.82425599097797,1.9154509415706,1.00895279031625,2.13287458953623,2.1145015075513,0.785974963583525,3.99190905713947,1.60961971590685,1.26745964138763,0.653744646878313,1.49637100086136,1.55392520250384,1.15659527541732,2.0906287310704,1.7872036572584,1.22937469702501,1.34499876488471,1.30538005913503,1.45203954457258,1.09070228692715,1.12315708545621,0.723147196132183,0.619109121346872,0.789696274411409,1.09557738801247,0.95586103775893,1.68285733759374,0.978326122793608
"Hypoxanthine",0.164503716005251,0.176656926359937,0.173059210058764,0.0768311808527948,0.132605763111673,0.244495581586997,0.200847748878179,0.208783043028881,0.273953677794944,0.334020569454073,0.293024222723492,0.244190470824317,0.158205001375786,0.133628781632059,0.416955776784158,0.427681108457154,0.189953699423593,0.298241628580628,0.135331481491976,0.119901722985804,0.0619299436307594,0.150861848975663,0.199253113895287,0.260834826242123,0.324209700967335,0.178287982861117,0.290113858262448,0.371791895878289,0.236532288818701,0.253303532035055,0.389364228482113,0.132264524235536,0.137370912226431,0.12953041311986,0.217596442514593,0.0567904289195799,0.199891268151223,0.249668264095816,0.234993589451601,0.210678180397565,0.192527704758119,0.268011886584848
"Ornithine",1.63607984338052,1.85688375627127,1.85287416701607,1.8102336000844,2.12383216107712,1.93179311381926,1.53039470509365,1.38457413237447,1.65237766292536,1.5482271813892,1.70565677017464,1.76633481792938,1.5515439340152,1.2106380421947,1.50268754248722,2.76914530046202,1.92952666980479,1.97007997693394,1.87659834916508,1.7257754594305,1.37955293870854,1.96711235670592,2.3806450671191,1.65679848379394,1.64985982693302,1.72988406550997,1.7328716195993,1.60329407767361,1.64637236022716,1.3649749591023,2.29127133309377,1.8586389980676,1.34579783446256,1.69170890486689,1.86097453824953,2.05612493508385,1.60291669544383,1.50449397666149,1.6685319517418,1.74756808942135,2.68806005622571,1.87035882808234
