"","CSF 1","CSF 2","CSF 3","CSF 4","CSF 5","CSF 6","CSF 7","CSF 8","CSF 9","CSF 10","CSF 11","CSF 12","CSF 13","CSF 14","CSF 15","CSF 16","CSF 17","CSF 18","CSF 19","CSF 20","CSF 21","CSF 22","CSF 23","CSF 24","CSF 25","CSF 26","CSF 27","CSF 28","CSF 29","CSF 30","CSF 31","CSF 32","CSF 33","CSF 34","CSF 35","CSF 36","CSF 37","CSF 38","CSF 39","CSF 40","CSF 41","CSF 42"
"LPE 18:0-sn1",0.096749500154922,0.103756676250707,-0.050410699972765,-0.164955531998194,-0.0353075753126465,-0.122489811402257,-0.0980051883933499,0.156298142522489,-0.0113326277758747,-0.0034859031368869,0.073130282878288,0.19180568380007,-0.0624482981608847,-0.943042369087338,-0.299363937390502,-0.260116027756218,-0.0578674364472782,-0.133123520603036,0.142902495647145,-0.0744406258404545,0.190605310364295,0.07587687783586,-0.171947834830162,-0.07290715512043,0.02792228724954,0.021029430998416,-0.0288690689364635,0.0269256935120521,0.0365793325185638,-0.102669375394484,-0.263783647063608,0.00509322153318426,-0.0451165538601704,0.0346063938122482,-0.0568126955255151,-0.207393941705977,-0.0421736442550346,-0.0296047727006863,-0.0166029634584999,0.099929079002101,-0.278770470945918,-0.0714224765771521
"LPC 22:3-sn1",-1.29531960675258,-2.56699438727877,-1.33019565458617,-1.39267864013629,-1.61763698950639,-1.34396174674367,-1.10287493781428,-1.17601775594801,-1.17757254448936,-1.22277422125892,-1.2701397467555,-1.31606000031966,-1.30731467350683,-1.33370886378676,-1.09106153317673,-1.14192347779837,-1.26574020137737,-1.18581761723197,-1.40355354738831,-1.26589002942462,-1.39745793363666,-1.18062059744882,-1.35793866574918,-1.21385007625207,-1.18260624187295,-1.36927245775286,-1.4014113319198,-1.24867960771021,-1.24375425426917,-1.36977686092831,-1.33239570631554,-1.3150970764698,-1.2843292845031,-1.4056474580576,-1.19140581439056,-1.25531899294445,-1.57094211808869,-1.3792543799522,-1.37512624696795,-1.40542365775796,-1.18322030778992,-1.34786090767748
"LPC 20:1-sn2",-0.932821082827854,-0.914460375250731,-0.99801555375472,-1.00427235467206,-0.991893065504935,-0.970972885309655,-0.899532865747111,-0.839474409874681,-1.05289702061041,-0.971532759968024,-0.955641044674436,-0.908653991677705,-1.11023007024016,-1.28920966865982,-1.10159730932878,-1.16060858908183,-0.98514658810027,-1.14193914729271,-0.938128825720125,-1.3461897507782,-0.95357352704324,-0.853093616828644,-1.09351941620441,-1.02263170813925,-0.813330782927492,-1.0822508437693,-0.935871347080545,-1.00681780840292,-0.889631959769813,-1.0926380433195,-1.08107250456442,-0.830068546486696,-1.02170380485293,-0.965061794966571,-0.948903730468925,-1.02442301747767,-1.08067751995914,-0.974176286274844,-1.0296244795679,-1.00682932613224,-1.0815549551433,-1.00253878107278
"LPC 18:0-sn1",0.153390952727865,0.150984622340689,0.0263082683667741,-0.00728412044281279,0.135476421167084,0.104749016576967,0.0752276391577438,0.179143584194299,0.104850079408042,0.115118235513255,0.168969403410629,0.208275569656225,0.0986452220751532,-0.0824632149127335,0.120980003184423,0.123887335833909,0.143764979604937,0.205694248849326,0.177956943516746,0.0805252629269724,0.276411515903355,0.181299815152485,-0.0105823430781472,0.0698761972207587,0.165595203942501,0.069759370099355,0.201019649369338,0.0418628764461654,0.115029503206917,0.038687966451864,0.0264054127674172,0.153291701793743,0.0827613492654622,0.0578759549611568,0.0513739570379088,0.077253091675727,0.0731582143745774,0.0931134008339821,0.0941037194277269,0.134272353471066,0.229580431086821,0.060118512976202
"LPC 20:1-sn1",-0.572416068644655,-0.643968648476916,-0.780589434849775,-0.783902732554668,-0.65931673397592,-0.684228057410978,-0.594439257618533,-0.552083990829636,-0.606637328265808,-0.573570505062437,-0.622985972704897,-0.58893457854989,-0.744524265255275,-0.922564098681657,-0.762379742807564,-0.776332973638258,-0.736111224102403,-0.751249452627453,-0.565282448099589,-0.650490278606765,-0.576129986512962,-0.537281316903417,-1.46563037813547,-0.704019257098891,-0.528117234382871,-0.680123108752913,-0.56111604924162,-0.658833547484239,-0.605854702308145,-0.740671067573951,-0.787296166502478,-0.502552303210731,-0.64461991418549,-0.693022320982869,-0.647391902988607,-0.64424019877214,-0.676429074971133,-0.61270473486354,-0.639120626123998,-0.684783708207418,-0.74604803570939,-0.677433744894247
"CA-G",-2.64408449985687,-2.56699438727877,-2.44669165728076,-2.44009522676761,-0.446218852021722,-0.309438517149291,-0.382147975247689,-2.62372506351719,-2.49707368960394,-2.5297917489905,-0.448992475311588,-0.573598747756418,-2.53319071950551,-2.3521265432587,-0.327060422525412,-0.626057995974485,-2.6185660219186,-2.95410526517153,-2.74807669437608,-2.47253172155936,-0.712506688712121,-0.45291089333018,-2.26526096593416,-2.5047541169747,-2.46913669132508,-2.46440786163053,-0.589658026217877,-0.418326226227072,-2.4410824359237,-2.42423989704501,-0.729588579662766,-2.6229962419145,-2.53306918695273,-2.52884756975205,-2.41018461504155,-0.650561051437502,-0.434199965360452,-2.44538363945565,-2.4489610538238,-2.53938854788334,-0.424491516031737,-2.37424491100614
"CDCA",-0.626842663639654,-0.563193787043139,-1.07928591571466,-0.340035878355877,-0.18934208928136,-0.779687467893195,-0.945969016881096,-1.03766445985972,-0.92933871169122,-0.999392247857166,-0.957023515063557,-0.406159293657377,-0.685434996109983,-0.732177264056011,-0.957165746830359,-0.624946558736396,-0.70829500465403,-1.08901625010797,-0.783956501743823,-0.981662717659119,-0.723424467961552,-0.927836714491917,-0.790101990945873,-0.252114958715797,-0.758266953316,-1.03428349167295,-0.997190151534404,-0.436317360384705,-0.562646942694596,-1.18149785961656,-1.45960039604019,-0.646044041403761,-0.98157798975561,-0.70197915629146,-1.16478272276733,-0.384359891414798,-0.580895725141468,-0.56734930167439,-0.91031956052867,-0.71746279171339,-0.69190044150002,-0.940515817742267
"GCA",-0.843956424641367,-0.649803402627529,-0.738838062036483,-0.62046361616602,-1.00300678206311,-0.576529614868675,-0.715253317544822,-0.96418521585059,-0.746879550617715,-0.712648890686027,-0.675950621116535,-0.860702334198286,-0.531784567542732,-1.0980281067391,-0.998471604430873,-0.579480232182942,-0.794750865725885,-0.484184849274866,-0.824464020324493,-0.832004224324544,-0.870832011310754,-0.999598095685186,-0.612179634620016,-0.744482303924732,-0.762086829480746,-0.836903912523954,-0.923153899954134,-0.853562865957785,-0.834592322844516,-0.846899438837518,-0.757717077718046,-0.837020049901982,-0.649337069274052,-0.918058542350337,-0.940327777513282,-0.539101466648595,-0.664681487993035,-0.752328206361605,-0.62922038599865,-0.643115464027058,-0.184148448827114,-0.63681764722046
"GCDCA",-0.740893972395326,-0.698038054623378,-0.641960074292962,-0.525505521497788,-0.627130009111658,-0.723030521062284,-0.740499267675403,-0.970532304739291,-0.890405642980779,-0.771387739733729,-0.849366250257336,-0.851191877599793,-0.588274461549978,-0.720276738871216,-0.910091449167822,-0.500561504528662,-0.73403749293285,-0.744248081636309,-0.85085158294045,-0.871133924798605,-0.562767985080354,-1.08320260288967,-0.643069996060342,-0.743630149909637,-0.610405616445203,-0.834274692224548,-0.946003545547351,-0.940456465126642,-0.819431133762068,-1.01710134000788,-0.892899959809437,-0.919012961172486,-0.765120786978463,-0.978559344069937,-2.41018461504155,-0.560398053640558,-0.829222281695039,-0.874517219397401,-0.908713502115385,-0.747356976308224,-0.686953904623123,-0.804076306779265
"LCA-S",-1.72076757079172,-1.36197062166763,-1.73322653994028,-1.25334234449016,-1.92389053008887,-1.53886555584998,-1.52072392055302,-1.70655462331687,-1.18646971205377,-1.72565337693278,-1.49672714327494,-1.52415584561262,-1.59857676958835,-1.26191371866474,-1.98651429589887,-1.68801797338862,-1.85170151548914,-1.86304638127077,-1.51239475335885,-1.68697254730179,-1.94874559189633,-1.43993611445921,-1.38887136731028,-1.58540470887598,-1.2621505159172,-1.55839127733894,-1.69557807040829,-1.47177197090791,-1.60514931434947,-1.66025267318406,-1.67617189522458,-1.63488325895188,-1.51169192703647,-1.95338290140335,-1.70434071318162,-1.61700676734382,-1.55616022810466,-1.29011977843778,-1.58510764645844,-1.25416424776836,-1.91115903144891,-1.43788122585829
"TCA",-0.59688082397097,-0.494050062239282,-0.446639517800248,-0.388685449773479,-0.552110391456951,-0.444573913924604,-0.417159693112732,-0.530939150858933,-0.363857430270194,-0.472213179278182,-0.724752978356384,-0.520937344219432,-0.477937281198028,-0.312410110048098,-0.426365343835928,-0.316570894604767,-0.39757631698598,-0.434524564013108,-0.51794795401169,-0.335493614245843,-0.76962126787439,-0.568206444202558,-0.308529255820869,-0.373781613723687,-0.438181076022332,-0.34149545574756,-0.575576067120411,-0.489463218676597,-0.445245280653535,-0.355813302867429,-0.295522057350263,-0.40621464827692,-0.436330805064345,-0.444044441691643,-0.373777351510692,-0.392494731181797,-0.401847228618666,-0.369871998072093,-0.404123327785339,-0.33908224311326,0.144134339463154,-0.249537797333796
"TCDCA",-2.64408449985687,-2.56699438727877,-2.44669165728076,-2.44009522676761,-2.70424667948056,-2.54800890275427,-2.42472178055057,-2.62372506351719,-2.49707368960394,-2.5297917489905,-2.65925664529095,-2.68850978673322,-2.53319071950551,-2.3521265432587,-0.947436779747243,-0.56358472961938,-2.6185660219186,-0.942137811197097,-2.74807669437608,-2.47253172155936,-0.95916926820574,-2.67179405908981,-2.26526096593416,-2.5047541169747,-2.46913669132508,-2.46440786163053,-2.74653319912138,-2.51141693453936,-2.4410824359237,-2.42423989704501,-2.58508102766783,-2.6229962419145,-2.53306918695273,-2.52884756975205,-2.41018461504155,-0.716918782631197,-2.59462324949841,-2.44538363945565,-2.4489610538238,-2.53938854788334,-0.303097649769883,-2.37424491100614
"FA 12:1",-2.64408449985687,-2.56699438727877,-2.44669165728076,-2.44009522676761,-2.70424667948056,-2.54800890275427,-2.42472178055057,-2.62372506351719,-2.49707368960394,-2.5297917489905,-2.65925664529095,-2.68850978673322,-0.445255606408437,-2.3521265432587,-2.70394961290368,-2.8385627728264,-2.6185660219186,-0.438880581718921,-2.74807669437608,-2.47253172155936,-0.756826406107295,-2.67179405908981,-2.26526096593416,-2.5047541169747,-2.46913669132508,-2.46440786163053,-2.74653319912138,-2.51141693453936,-2.4410824359237,-2.42423989704501,-0.601968277242883,-2.6229962419145,-2.53306918695273,-2.52884756975205,-2.41018461504155,-2.69672240017823,-2.59462324949841,-2.44538363945565,-2.4489610538238,-2.53938854788334,-2.95665795097618,-2.37424491100614
"FA 16:0",0.960062185500945,1.14657744033386,1.03124685973767,1.20285603600138,1.1729197192186,1.11193601238012,1.20417091679381,1.04972220165974,1.11037745012443,1.1904556842594,1.10165340034673,1.19413869254103,1.2239560813077,1.32286215873456,1.08165434023997,1.03822049267427,1.11368679047471,0.961255419401405,1.10262709575249,1.08069767551622,0.895459537513781,1.14916676133977,0.904810571693994,1.12284881833376,1.21499809502941,1.14776501801538,1.07280283311335,1.21191213173154,0.990870346307647,1.33728841069144,1.08004197788295,1.17963844960877,1.17103415738826,1.2738975238541,1.14231482371408,1.12974160941391,1.28798358586101,1.22576702371792,1.2816531271825,1.28146185793801,1.01076802496816,1.22775948094146
"FA 18:0",1.37940580707878,1.44520743297665,1.41892717208101,1.43602649750375,1.38585105996979,1.39810241796307,1.44210615529227,1.34505401013499,1.42650004781037,1.38821905984025,1.37419644495717,1.41250083518043,1.44491191852453,1.59337982645096,1.3205283644663,1.28317641820589,1.41174320930525,1.29297416671937,1.39153560203228,1.44292039790487,1.10928685844228,1.45314338406519,1.38343495246944,1.43601229401572,1.43775943753289,1.4611699215704,1.37901269275542,1.49268521492965,1.37960900655083,1.52641701746505,1.38408263666025,1.44942004711739,1.46830244704089,1.56083570302804,1.44400463001295,1.45066883075762,1.50448067141478,1.42242777188396,1.48281634930675,1.48671714613328,1.28727852775124,1.45844747573004
"FA 18:1",1.32018560957246,1.43525182963961,1.30327102463498,1.40242049148386,1.38883565867738,1.41105907611409,1.36995016333796,1.29575474500492,1.32871623710431,1.39184659525407,1.32833177670142,1.35795600923137,1.4475701447813,1.51537977427808,1.32489904701651,1.22125164919229,1.26257500572723,1.19726487248516,1.2516675907158,1.28593820449473,1.14700459274393,1.3669195051556,1.20571137922018,1.33331277325762,1.281367539786,1.34890548948397,1.24471647537223,1.31515218828628,1.15855505823738,1.40403372535288,1.24854191947207,1.45782056820853,1.42151928676277,1.49194730279042,1.27441654267881,1.32437859398143,1.43950815385738,1.51154702234815,1.38195616880147,1.4933703963753,1.22158366299116,1.39394711975196
"FA 20:0",-0.0983537055427866,0.0229606454661004,-0.00938932921981506,0.0780119372397712,-0.0672705085999347,-0.197556788822796,-0.231260477558243,-0.0417737111241255,-0.0249427649069941,0.0250955575328995,-0.0299369457801207,-0.0611717644028783,-0.0295384367854318,0.0532158609504404,-0.194377309266094,-0.291413532511464,-0.10702063750487,-0.203515378227321,-0.0848621256132286,-0.0973676005541296,-0.367493117342774,-0.118250460788301,-0.0307131649407047,-0.0833139982721235,-0.0415228351299925,-0.0214023027266761,-0.141444685268409,-0.137447039898406,-0.0623458134893038,-0.0650556288378754,-0.00933522249366371,-0.00868571219363924,-0.129839991916793,-0.0763297278845927,-0.18255075072295,-0.124801351784723,-0.0357159401799866,-0.0760628913217616,-0.152454100541577,-0.136758410207758,-0.34751789937541,0.0341982630685455
"FA 20:1",-0.0198789160131701,0.0700122862756304,0.0382329054988133,0.198464366106974,0.0439901577357348,0.127329769664905,0.29202141472534,-0.0727264881966767,0.116554620645621,0.398840936015725,0.113721103290889,0.271293855611325,0.18764403916185,0.405849712532601,0.299645122945625,-0.0928828035025294,-0.0428169290655738,-0.129077325399328,-0.0990058247182756,-0.133387248133156,-0.17252350350372,0.0719151297713627,0.0483851461772222,0.069386303290356,0.0917856475974312,0.127505644686846,0.1022375835412,0.124340376775077,-0.20858474011541,0.249613482473344,-0.0199876601584493,0.218531666217177,0.361495949133094,0.305179133015475,0.153860925997284,0.0616838505861012,0.204988303352151,0.517243190150887,0.145213050767076,0.28109151610076,0.0635300987443535,0.385335121298011
"FA 20:2",-0.00228452117863286,0.0268947273508179,-0.299721818635062,0.169864077952674,0.11237852514001,-0.04819764157252,-0.099819032934431,-0.14351897362827,-0.121429929135883,0.0430425348044587,-0.238522364658647,-0.245761450996488,0.0655336377652916,0.121342854202341,-0.0252905270757146,-0.023510928371304,-0.132755563766279,-0.0691184456451279,-0.283443530051642,-0.127875601363358,0.162641675671524,-0.0795461429060838,-0.158957799836419,-0.182627023073556,-0.0751947264308952,-0.0831816953691433,-0.0529577730861963,-0.0848551304942339,-0.196956197400415,0.131589216151109,0.00530775861487692,0.108857325406032,-0.00469285680440593,0.174225184207852,-0.372800003910008,0.0711457942698081,0.0335503197134378,0.073662766957591,-0.05396076854554,0.227066951796742,0.100629853123213,0.0558976945912665
"FA 20:3",0.0569976949405481,0.217376543453296,-0.110826969220422,0.111167608112056,0.143276207493547,0.0395994188098165,0.145727335986185,0.0102172449692329,0.108938770518474,0.0703075391253022,-0.028700746540816,-0.0869131111131327,0.188480215123491,-0.195825250838497,0.152371851081488,0.243112653805905,0.00620464051148195,0.232794603657672,-0.0683821263287282,0.0132668268598523,0.146671942144659,-0.0468645985069506,0.0611355244511558,-0.0422393232240836,-0.0137848950549953,0.0121307015208334,0.124504593902971,-0.0450256597726158,-0.0964004888569761,0.184439927863976,0.314791783431411,0.0705920486185826,0.204546417433787,0.241581979734308,-0.111863104652239,0.0382923216473092,0.0881860929905348,0.0738667184155854,0.16872658341267,0.206236825320092,0.362738546104694,0.0442022487842139
"FA 20:4",0.562430049695266,0.615637895933588,0.418031527876915,0.523405070205772,0.626952662647516,0.576332219453608,0.430908552070746,0.54747434595885,0.476617910499049,0.523031584801553,0.593049534338676,0.451175314679487,0.665186621910304,0.467034101632316,0.762506231064057,0.77462749265899,0.524471404697683,0.78919063188548,0.525297758877547,0.486137662169373,0.714259856140784,0.43924111676294,0.585114770798946,0.461529239867591,0.410032534780729,0.558837279992007,0.582468187224199,0.486226491100906,0.418414401046327,0.574862211720703,0.747326184992132,0.50854575781876,0.574056193729598,0.465543531167718,0.411452957469133,0.533605996513408,0.516094799865386,0.537925900387654,0.526314183831169,0.520365251677927,1.01746082830601,0.512658794490342
"FA 20:5",0.229029593743607,0.277131254832007,0.19843770504964,0.263352608115632,0.503851839286697,0.339888714609705,0.27841827433425,0.2634304639403,0.350243217630799,0.540807568548058,0.429634216067388,0.20873007713255,0.376020023973652,0.474999341179516,0.218987701330508,0.145275461437149,0.528483199057396,0.17582500475909,0.253138932314925,0.38576148133602,-0.00100317918557021,0.762944604282608,0.430857506332994,0.347854450972174,0.204573075254975,0.383679511861452,0.208970059616694,0.309731191554563,0.247899519824843,0.601895462508579,0.272119139850384,0.603168823495804,0.303090347209499,0.379362147639805,0.740741182925994,0.263923979328777,0.276006222800699,0.511180076892581,0.652392720233913,0.307134268710808,0.2320677920391,0.386630453955563
"FA 22:2",-0.614290178907816,-0.600371287918941,-0.787014596652754,-0.487639065430898,-0.767176986362025,-0.259858320615676,-0.239310113758274,-0.963632730632606,-0.490110892521262,-0.00599498907769273,-1.09688684602734,-0.270390540196802,-0.689847806520985,-0.665454488783714,-0.73433292346738,-0.849594882088194,-0.68755128767992,-0.940423356935445,-0.647894791852856,-0.857744407015741,-0.947560172787217,-1.21024101907151,-0.329221754241303,-0.287879321306696,-0.556618784001862,-0.720342550591728,-0.577893135880437,-0.954755228476829,-0.885663379351205,-0.422878443118698,-0.997289291507035,-0.44979886058423,-1.24214192631285,-0.524482970544451,-0.674114893230117,-0.157386169754261,-0.221707138898117,-0.358820968443271,-0.24446490082212,-0.226254345600135,-0.980455310843651,-0.375970419849699
"FA 22:3",-0.683434293743836,-0.626493090763707,-0.896803863535692,-1.28626634406136,-1.06143892174403,-0.790062668807271,-0.522728486281227,-1.53807025465693,-0.626472800696078,-0.632973222897185,-0.968539252718475,-1.37091749757635,-1.14358668262511,-0.72074799969242,-0.71186919665797,-0.993427154062572,-0.741307334859164,-0.844120479198838,-0.835056573006798,-0.779917312770563,-1.19771256434172,-0.639533953399842,-0.163263309634282,-0.671277683093697,-0.887553608055843,-0.679461180788553,-0.9627031209577,-0.999630629648017,-0.82758405772502,-0.857515665701471,-0.946826407248266,-0.795335216068186,-1.19147634680795,-0.75850178843068,-0.835430490368439,-1.28252174073954,-0.773689406108744,-1.01456286048753,-0.743684253969825,-0.506720398693665,-0.677006096426205,-0.90175402391402
"FA 22:4",0.241809747300658,0.320249599273576,0.120781656091836,0.281483308950597,0.301080523199871,0.263242447123238,0.137423429933417,0.16304361867015,0.152752435423402,0.209020842775828,0.210345906615406,0.128134733176673,0.214126626282502,0.211872048461735,0.363188646365086,0.382832984897572,0.185440258440263,0.325385748473548,0.125306007455013,0.152674972522272,0.308770838376821,0.191493256363759,0.251557359760734,0.188387104927927,0.0920625231101707,0.213283204825194,0.195528854905777,0.0339887678248946,0.11786824785205,0.296144427905481,0.388078941815768,0.276387641649182,0.285456847498759,0.268719019314861,0.0850570163249683,0.245511218572985,0.197374787443015,0.257927888999361,0.123018781154647,0.120333076943706,0.568374081094008,0.243981777818557
"FA 22:5-iso1",-0.076543757796166,0.0664480669693245,-0.191953093104232,0.0102768522553128,-0.0326925829950957,-0.00854149662312156,0.0432006277031682,-0.0531727540574402,-0.113894825853715,-0.0832814792896534,-0.214142927670028,-0.104823806582276,0.107563655370046,-0.203653637498678,0.0012980538908815,-0.0877916880711017,-0.136888470046615,0.0115088923484997,-0.120407065060523,-0.150909346746896,0.0171113401448152,-0.243886865925991,-0.006819497662068,-0.151859040073357,-0.0904445098693034,-0.179001557678489,-0.110917304664178,0.0149137776652446,-0.18107135823538,-0.0721614641125167,-0.0872652738120446,-0.157171936178742,0.0405136205218981,-0.0056520550124686,-0.217742446039402,0.0420282238130577,-0.110582537067543,-0.0519951619914557,-0.0705465176650232,-0.151032042170438,0.163048547885566,-0.285588528076045
"FA 22:5-iso2",0.757161744689342,0.783470240128264,0.632229202677239,0.596636421502448,0.70441030619446,0.791896683277348,0.591340756704438,0.664962916158607,0.686602210298404,0.607415691396058,0.715029764862339,0.526509877528244,0.557668381906487,0.487243595259041,0.848488425335408,0.834788970764602,0.673798096095388,0.722998817321273,0.590335921232621,0.693346705822337,0.822051719759378,0.549508417755981,0.580578471704989,0.687651550719941,0.607839850024911,0.606039670756443,0.738361802684079,0.35927993329862,0.633176408951716,0.596404461103515,0.778301451700236,0.680493731186734,0.749547451569932,0.588283710450431,0.588729469854457,0.622542514770515,0.605031633115748,0.519519019567343,0.575489791857454,0.672700248487839,0.962702816637405,0.533608372646267
"FA 22:6",0.579733118913059,0.600076152084847,0.390274884325981,0.523352054155987,0.592443006615376,0.4431002713388,0.460141764317134,0.558883450054581,0.530138552050937,0.551336249795712,0.530944573501068,0.495297729977365,0.577897772831322,0.223083261158904,0.655595400139026,0.685387083711862,0.508526441020514,0.686889209420052,0.52298980061504,0.474666243427371,0.798083362419978,0.34847787078812,0.576334292331261,0.40288215709804,0.363511749236352,0.3947229544239,0.442452301433401,0.551556163657872,0.446989329927488,0.489319450745119,0.549134527571301,0.38225986969646,0.464137162105405,0.530434684658746,0.413481534356483,0.723467522882959,0.501252560986991,0.528450638809911,0.593078975730537,0.510741616009426,0.933875386759828,0.447876799436916
"16a-hydroxy DHEA 3-sulfate",-0.958339929647433,-2.56699438727877,-2.44669165728076,-0.798462077165908,-0.9925964229743,-0.845669580440465,-2.42472178055057,-2.62372506351719,-2.49707368960394,-0.611753227418743,-0.899739874776168,-2.68850978673322,-2.53319071950551,-2.3521265432587,0.0179316284804351,-0.291318551816922,-0.315450509098777,-0.00546800821388741,-0.947536577090361,-2.47253172155936,-0.90478723286656,-0.971334492419223,-2.26526096593416,-2.5047541169747,-2.46913669132508,-0.886359703319523,-0.820130407806568,-2.51141693453936,-2.4410824359237,-2.42423989704501,-0.233331658496417,-0.801161218036214,-2.53306918695273,-2.52884756975205,-0.678926662945915,-0.789769822322002,-0.638496719653101,-2.44538363945565,-2.4489610538238,-2.53938854788334,0.261826454919729,-2.37424491100614
"17-Hydroxy pregnenolone sulfate",-2.64408449985687,-2.56699438727877,-2.44669165728076,-2.44009522676761,-2.70424667948056,-2.54800890275427,-2.42472178055057,-2.62372506351719,-2.49707368960394,-2.5297917489905,-2.65925664529095,-2.68850978673322,-2.53319071950551,-2.3521265432587,-0.369278902878144,-0.593726612549902,-2.6185660219186,-0.304670456778912,-2.74807669437608,-2.47253172155936,-3.23481932330011,-2.67179405908981,-2.26526096593416,-2.5047541169747,-2.46913669132508,-2.46440786163053,-2.74653319912138,-2.51141693453936,-2.4410824359237,-2.42423989704501,-0.835860371329323,-2.6229962419145,-2.53306918695273,-2.52884756975205,-2.41018461504155,-2.69672240017823,-2.59462324949841,-2.44538363945565,-2.4489610538238,-2.53938854788334,-0.0739560177060744,-2.37424491100614
"andosterone sulfate",-2.64408449985687,-2.56699438727877,-2.44669165728076,-2.44009522676761,-0.605765709941106,-2.54800890275427,-2.42472178055057,-2.62372506351719,-2.49707368960394,-2.5297917489905,-2.65925664529095,-2.68850978673322,-2.53319071950551,-2.3521265432587,-2.70394961290368,-2.8385627728264,-2.6185660219186,-2.95410526517153,-1.00197371718351,-2.47253172155936,-3.23481932330011,-2.67179405908981,-2.26526096593416,-2.5047541169747,-2.46913669132508,-2.46440786163053,-2.74653319912138,-2.51141693453936,-2.4410824359237,-2.42423989704501,-2.58508102766783,-0.817800279899075,-2.53306918695273,-0.808475263455198,-2.41018461504155,-2.69672240017823,-2.59462324949841,-2.44538363945565,-2.4489610538238,-2.53938854788334,-2.95665795097618,-2.37424491100614
"Dehydroisoandrosterone 3-sulfate",-0.995242945813913,-1.28369728105746,-2.44669165728076,-0.930020226797401,-0.543751091886807,-2.54800890275427,-1.1077113083587,-1.06001379492974,-1.05974465776267,-0.800589545260932,-0.72243566169234,-1.1250618686797,-2.53319071950551,-0.974201333353497,-0.53903115283255,-1.11433385139732,-1.08922459489558,-0.648313147316204,-0.661046212254091,-0.988584377598487,-1.31941377602009,-1.12618896085323,-2.26526096593416,-1.0875493402285,-2.46913669132508,-1.00697405291975,-1.09183608099053,-0.941919468384789,-2.4410824359237,-0.961884746799603,-0.6809035541474,-0.418290581627659,-0.967148765596246,-0.626182829503771,-0.423125902589884,-0.497775901177473,-0.972673467428406,-0.974116245551107,-0.801562863653711,-0.775037386029731,-0.60743123739218,-2.37424491100614
"epiandrosterone sulfate",-2.64408449985687,-2.56699438727877,-2.44669165728076,-2.44009522676761,-0.84892676585435,-2.54800890275427,-2.42472178055057,-2.62372506351719,-2.49707368960394,-2.5297917489905,-1.05789205040485,-2.68850978673322,-2.53319071950551,-2.3521265432587,-2.70394961290368,-2.8385627728264,-2.6185660219186,-2.95410526517153,-1.08358396718627,-2.47253172155936,-3.23481932330011,-2.67179405908981,-2.26526096593416,-2.5047541169747,-2.46913669132508,-2.46440786163053,-2.74653319912138,-2.51141693453936,-2.4410824359237,-2.42423989704501,-2.58508102766783,-1.0256612869435,-2.53306918695273,-0.955776320563277,-2.41018461504155,-2.69672240017823,-2.59462324949841,-2.44538363945565,-2.4489610538238,-2.53938854788334,-2.95665795097618,-2.37424491100614
"etiocholanolone glucuronide / androsterone glucuronide",-2.64408449985687,-2.56699438727877,-2.44669165728076,-2.44009522676761,-2.70424667948056,-1.0517407934377,-2.42472178055057,-2.62372506351719,-2.49707368960394,-2.5297917489905,-2.65925664529095,-2.68850978673322,-2.53319071950551,-2.3521265432587,-2.70394961290368,-1.43215328966745,-2.6185660219186,-1.15060846208349,-2.74807669437608,-2.47253172155936,-1.51061755374662,-2.67179405908981,-2.26526096593416,-2.5047541169747,-2.46913669132508,-2.46440786163053,-2.74653319912138,-2.51141693453936,-2.4410824359237,-2.42423989704501,-2.58508102766783,-2.6229962419145,-1.04575065008931,-2.52884756975205,-2.41018461504155,-2.69672240017823,-2.59462324949841,-2.44538363945565,-2.4489610538238,-1.13227077431148,-0.899736827827531,-2.37424491100614
"9(s)-HODE",-1.5164866511818,-1.36684618383235,-1.50632395199792,-1.31634540351311,-1.41609958798004,-1.33021507737178,-2.42472178055057,-1.83767236857846,-0.997374102576799,-1.4686034595155,-1.38857017731055,-1.34410678535265,-1.28020665743514,-1.0427995686553,-1.16443315155636,-1.53885196991204,-1.42445447298896,-1.70774621774533,-1.5062538914791,-1.30447301107768,-2.6459682727721,-1.23550478527695,-1.2227250097294,-1.25773046020942,-1.144600604037,-1.15710707689217,-1.51590224763891,-1.09079664439735,-1.2223329925966,-1.14106128751571,-1.23763295603087,-1.33881299884085,-1.15909631861573,-1.14735250656242,-1.24959741614568,-1.4150852979728,-1.16322135801917,-1.03671775889228,-1.03927501527432,-1.09290576482953,-1.45808174043782,-1.08805822853474
"SM 18:1;2/12:0",-0.396477784617682,-0.328521717538644,-0.224910463724408,-0.259717719725066,-0.428224548004829,-0.291691757616155,-0.36936380627619,-0.379933199523539,-0.272801167087159,-0.355738541545423,-0.405036485403513,-0.430922822666631,-0.414381339066615,-0.178426216227164,-0.303367004748897,-0.370163091874567,-0.226827369687979,-0.340822667926332,-0.448704404977677,-0.342302528218487,-0.481226344703565,-0.438639379867581,-0.107606630005685,-0.144357449444484,-0.286654816734078,-0.269270403023306,-0.450573011797497,-0.227307086774131,-0.206896398853783,-0.220227068245643,-0.35232752264898,-0.489243166942885,-0.456296050519248,-0.311229698425611,-0.318056268851804,-0.387382373396101,-0.330257098213008,-0.229625266516868,-0.338123905111486,-0.227179276232113,-0.379120043261127,-0.244585073826978
