"","CSF 1","CSF 2","CSF 3","CSF 4","CSF 5","CSF 6","CSF 7","CSF 8","CSF 9","CSF 10","CSF 11","CSF 12","CSF 13","CSF 14","CSF 15","CSF 16","CSF 17","CSF 18","CSF 19","CSF 20","CSF 21","CSF 22","CSF 23","CSF 24","CSF 25","CSF 26","CSF 27","CSF 28","CSF 29","CSF 30","CSF 31","CSF 32","CSF 33","CSF 34","CSF 35","CSF 36","CSF 37","CSF 38","CSF 39","CSF 40","CSF 41","CSF 42"
"LPE 14:0-sn2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LPC 14:0-sn2","0.0018078856","0.0019371363","0.0007503157","0.0007623651","0.0011631783","0.0011093163","0.0011029280","0.0021570391","0.0010511142","0.0014737213","0.0018409742","0.0018730193","0.0004889536","0.0003450394","0.0026748125","0.0049978750","0.0020685086","0.0064822191","0.0018511463","0.0008637502","0.0068478701","0.0018591655","0.0006619263","0.0011827363","0.0011490498","0.0007918672","0.0021708346","0.0010337017","0.0008815335","0.0010617867","0.0027492961","0.0012248290","0.0013452011","0.0005692750","0.0010616172","0.0015205011","0.0011852325","0.0011111283","0.0009059367","0.0013437548","0.0063948981","0.0014060867"
"LPE 18:3-iso2-sn2","1.943993e-05","6.373213e-05","2.930424e-05","2.282337e-05","2.768547e-05","1.062293e-05","4.179806e-05","2.568942e-05","1.347276e-05","2.517174e-05","3.438012e-05","3.615847e-05","3.746240e-05","4.240662e-05","5.172853e-05","3.776623e-05","2.705205e-05","4.431070e-05","2.696620e-05","1.725894e-05","2.860920e-05","2.120253e-05","5.578744e-05","9.726393e-06","2.624688e-05","1.314207e-05","6.092280e-05","3.929310e-05","9.955423e-06","2.821211e-05","1.062192e-05","5.660073e-05","5.919071e-06","3.907626e-05","2.457242e-05","2.832353e-05","5.312952e-05","3.388191e-05","3.865703e-05","6.918122e-06","2.080055e-05","2.490558e-05"
"LPC 18:3-iso2-sn2","1.869778e-05","1.549838e-05","2.908444e-05","1.173292e-05","6.016157e-05","4.125847e-05","4.010374e-05","2.184891e-05","1.192766e-05","5.668645e-05","4.493821e-05","6.508396e-05","7.329379e-05","3.038523e-05","5.405095e-05","6.924836e-05","2.119877e-05","1.139406e-04","3.521735e-05","1.501956e-05","1.571982e-04","2.464017e-05","3.115546e-05","1.046667e-04","4.012839e-05","1.288677e-04","1.137331e-04","1.197011e-05","6.539469e-05","3.359002e-05","1.643662e-05","2.491211e-04","3.515921e-05","1.159335e-04","1.253094e-05","8.524313e-05","2.656407e-05","8.943676e-05","1.479582e-05","5.654272e-05","5.088814e-05","4.919220e-05"
"LPE 14:0-sn1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LPE 18:3-iso1-sn2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LPC 20:5-sn2","1.437684e-05","2.048828e-05","1.771537e-05","3.930311e-05","4.887794e-05","8.125156e-05","3.723881e-05","5.785753e-05","2.403540e-05","2.460444e-05","8.533594e-05","4.271870e-05","2.027593e-04","4.470225e-05","1.650988e-04","3.759796e-05","3.533892e-05","1.067706e-04","5.290835e-05","1.086627e-05","2.927970e-04","2.591262e-05","1.386941e-05","5.495735e-05","6.171676e-05","2.402300e-05","1.504932e-05","7.750235e-05","2.944479e-05","3.020450e-05","1.670129e-05","2.470531e-05","2.339100e-05","2.127151e-05","2.197063e-05","7.804636e-05","7.900386e-05","3.644599e-05","1.507294e-05","5.768849e-05","9.031102e-05","1.288254e-05"
"LPC 14:0-sn1","0.007338158","0.009157371","0.003979308","0.003772715","0.005027494","0.006156170","0.004400429","0.010825279","0.004426478","0.007127026","0.006879339","0.008826128","0.003359785","0.001063022","0.014506412","0.021089920","0.009045747","0.028198512","0.007569977","0.004860539","0.027728560","0.008111868","0.003373385","0.005755495","0.005755230","0.003714133","0.011395147","0.004441113","0.004646865","0.005097046","0.012203224","0.006252258","0.006005122","0.003263744","0.004712012","0.006694878","0.004199837","0.004844876","0.003398953","0.005693011","0.025236200","0.006069891"
"LPE 20:5-sn2","3.760223e-06","2.956270e-05","1.097404e-05","3.103290e-05","2.400796e-05","3.642037e-05","5.285479e-05","6.384671e-05","2.328699e-05","2.137436e-05","9.552482e-06","1.080151e-04","3.871873e-05","2.870552e-06","9.959082e-06","3.468558e-05","1.386283e-05","1.865752e-05","1.036215e-05","8.970138e-06","4.887340e-05","9.924609e-06","7.278177e-06","1.162569e-05","1.800873e-05","2.196557e-05","1.177835e-05","5.670517e-06","3.252274e-06","3.282326e-05","2.227405e-05","5.241360e-06","4.767158e-05","1.873770e-05","5.210834e-06","2.944779e-05","3.915086e-05","1.792019e-05","3.536717e-06","4.236953e-06","2.728739e-05","1.440778e-05"
"LPC 18:3-iso1-sn2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LPE 18:3-iso2-sn1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LPC 18:3-iso2-sn1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LPE 20:5-sn1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LPC 16:1-sn2","0.0013902972","0.0016837786","0.0004768082","0.0001729767","0.0007232750","0.0014267526","0.0010830767","0.0026057257","0.0008755551","0.0018024822","0.0014053321","0.0022332259","0.0004475022","0.0002239809","0.0022815738","0.0030504688","0.0014255594","0.0041949378","0.0016835032","0.0011367911","0.0042928755","0.0014889207","0.0005533155","0.0008481158","0.0013052020","0.0007397887","0.0016275074","0.0007831132","0.0007852307","0.0006401979","0.0015927640","0.0011730824","0.0008744315","0.0004960532","0.0007634201","0.0010726143","0.0009086092","0.0006194452","0.0007141375","0.0009103537","0.0049000224","0.0007507660"
"LPC 20:5-sn1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LPE 18:3-iso1-sn1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LPC 18:3-iso1-sn1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LPE 15:0-sn2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LPC 16:1-sn1","0.008183577","0.008960705","0.003820651","0.002039327","0.006841564","0.008211020","0.008884415","0.011876374","0.005117816","0.011111410","0.008716988","0.009565372","0.003336912","0.001479286","0.012710129","0.018475849","0.008762842","0.026139890","0.008887232","0.006512243","0.025770640","0.010871223","0.003534360","0.004979809","0.006532228","0.004457298","0.011116862","0.004774650","0.005181597","0.003640959","0.006249415","0.006950787","0.006874046","0.003101807","0.005335781","0.007068621","0.005816220","0.004478096","0.004479344","0.005522192","0.026826830","0.005167020"
"LPC 15:0-sn2","3.190293e-04","6.286975e-04","4.177171e-04","1.578687e-04","4.946597e-04","3.504026e-04","2.149096e-04","9.787193e-04","6.909492e-04","6.162750e-04","5.306866e-04","4.968565e-04","2.286571e-04","1.401631e-04","6.717898e-04","6.210572e-04","3.853554e-04","5.474221e-04","6.573096e-04","9.222293e-05","1.634488e-03","7.294312e-04","7.489215e-05","3.834526e-04","2.709485e-04","5.031959e-05","2.529270e-05","4.263644e-04","3.389932e-04","3.840620e-04","6.954356e-04","4.075370e-04","9.575038e-05","2.641084e-04","2.563561e-04","1.184386e-04","3.760495e-04","1.268690e-04","4.420784e-04","1.083294e-04","1.158764e-03","4.234209e-04"
"LPE 18:2-sn2","1.103007e-03","6.377942e-04","1.522599e-04","4.956672e-04","6.760333e-04","5.334675e-04","3.455293e-04","2.736236e-04","1.929913e-04","1.608874e-04","1.055084e-04","3.017257e-04","3.109373e-04","2.611980e-04","1.818227e-04","2.699508e-04","2.707599e-04","1.831374e-04","1.514552e-04","6.102084e-05","9.069565e-04","3.381256e-04","2.041898e-04","9.845270e-05","1.788697e-04","1.205497e-04","1.651348e-04","1.089365e-04","5.868958e-05","1.755256e-04","6.494607e-05","7.609193e-05","1.778893e-04","1.303938e-04","1.060612e-04","1.989790e-04","2.528676e-04","2.626549e-04","1.448672e-04","2.876772e-04","1.858207e-04","1.830152e-04"
"LPE 22:6-sn2","1.125085e-03","6.331621e-04","2.378803e-04","4.501989e-04","6.369282e-04","2.503799e-04","5.038138e-04","1.196921e-03","4.491657e-04","4.927076e-04","9.008996e-04","1.024675e-03","1.915988e-04","6.909205e-05","2.180419e-04","3.534887e-04","1.793586e-04","6.329106e-04","1.312078e-03","3.280910e-04","5.215273e-03","7.653746e-04","3.518276e-04","3.322240e-04","3.454815e-04","3.230655e-04","3.662793e-04","7.162553e-04","2.972987e-04","1.944932e-04","1.686988e-04","5.371026e-04","4.300721e-04","3.815552e-04","3.977591e-04","4.312292e-04","4.437812e-04","5.290136e-04","5.554884e-04","3.865239e-04","2.785113e-04","3.241856e-04"
"LPE 20:4-sn2","0.0033935649","0.0020233595","0.0014569919","0.0011450567","0.0018394347","0.0014668833","0.0012614708","0.0024112043","0.0014303241","0.0014235771","0.0024342945","0.0030320944","0.0013894365","0.0005888451","0.0009099917","0.0013536648","0.0013871165","0.0020498066","0.0027093424","0.0009051257","0.0104424669","0.0017929437","0.0006635096","0.0012960187","0.0012045781","0.0009866785","0.0014573516","0.0009512995","0.0019241714","0.0009188758","0.0005784781","0.0015767575","0.0012422275","0.0011449801","0.0008676243","0.0011239285","0.0014912015","0.0014777635","0.0009717267","0.0014054477","0.0011336025","0.0008397692"
"LPE 15:0-sn1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LPC 18:2-sn2"," 0.008175426"," 0.009015910"," 0.003248863"," 0.006366029"," 0.013921956"," 0.005991040"," 0.004448425"," 0.005892388"," 0.003821148"," 0.004466047"," 0.005514606"," 0.007684557"," 0.012821050"," 0.001691233"," 0.015822796"," 0.016562263"," 0.009205802"," 0.026915794"," 0.005756958"," 0.003300371"," 0.071623514"," 0.007624710"," 0.002962175"," 0.004276682"," 0.006165983"," 0.003774255"," 0.022472273"," 0.002911344"," 0.006303517"," 0.002758041"," 0.006164002"," 0.006553956"," 0.004411176"," 0.002562780"," 0.001551599"," 0.006308139"," 0.004876345"," 0.003634973"," 0.003111281"," 0.004953115"," 0.035060262"," 0.003459815"
"LPC 22:6-sn2","0.0007981229","0.0005633295","0.0004350985","0.0002197462","0.0006780594","0.0003286005","0.0004621356","0.0009648123","0.0005862280","0.0004353924","0.0005051127","0.0007904153","0.0006390126","0.0001056175","0.0006383837","0.0010700116","0.0005286433","0.0011731500","0.0014024125","0.0003778660","0.0054983448","0.0008484800","0.0001262193","0.0003566313","0.0007593671","0.0003880988","0.0007747437","0.0005051212","0.0004194437","0.0004003647","0.0004022679","0.0006795676","0.0005064266","0.0002714360","0.0003896018","0.0009079931","0.0002326215","0.0004437399","0.0005439756","0.0003854886","0.0014753251","0.0001513688"
"LPC 20:4-sn2","0.009874866","0.006615253","0.004335464","0.002713157","0.006813334","0.006102964","0.004323997","0.009890663","0.005037224","0.007305356","0.009960930","0.008723200","0.004290050","0.001310628","0.012965831","0.013651058","0.006580787","0.018957697","0.011461230","0.004198554","0.055480616","0.009801040","0.002195440","0.004845741","0.006890691","0.004141663","0.012192992","0.004144556","0.005108705","0.003166995","0.005927013","0.005884095","0.004855118","0.002822543","0.003806065","0.005092646","0.003943793","0.003378704","0.004171349","0.005314349","0.032146088","0.002978362"
"LPC 15:0-sn1","0.0020605147","0.0018622761","0.0014392724","0.0005384016","0.0012818724","0.0011890567","0.0009322504","0.0032714106","0.0009528991","0.0016934155","0.0020682646","0.0014488625","0.0013649397","0.0003010438","0.0016226239","0.0035293389","0.0010850112","0.0030200243","0.0024551837","0.0009903209","0.0073959553","0.0019097657","0.0005728795","0.0016770292","0.0017563552","0.0009519665","0.0018048514","0.0013158636","0.0013846008","0.0011541966","0.0018183943","0.0018267735","0.0018667750","0.0008474132","0.0011103071","0.0014645017","0.0012470744","0.0010547597","0.0010609531","0.0015153728","0.0033036974","0.0020282424"
"LPE 22:6-sn1","0.0025566117","0.0015422013","0.0010914941","0.0008603226","0.0007888967","0.0009143360","0.0010524698","0.0022767859","0.0012090063","0.0013291960","0.0021981068","0.0028710507","0.0005100029","0.0003565760","0.0004683518","0.0008870420","0.0009896134","0.0009871792","0.0020702451","0.0005570641","0.0083828577","0.0017541530","0.0002749278","0.0011122669","0.0015684890","0.0009682635","0.0014922425","0.0019255001","0.0015344351","0.0010586384","0.0003289123","0.0015827832","0.0012929185","0.0011755610","0.0009059693","0.0010874615","0.0008953613","0.0008767028","0.0010809208","0.0012210186","0.0008671576","0.0006860158"
"LPE 18:2-sn1","1.526305e-03","1.096906e-03","6.902374e-04","1.110009e-03","5.650166e-03","1.689567e-03","5.299122e-04","8.895017e-04","4.305240e-04","4.965080e-04","9.812912e-04","4.415790e-04","2.661262e-03","2.747922e-04","8.930600e-04","1.087365e-03","8.128047e-04","1.574924e-03","6.288440e-04","3.950242e-04","4.491738e-03","8.183026e-04","4.918908e-04","4.681045e-04","6.773062e-04","5.029526e-04","1.573975e-03","5.821744e-04","4.209307e-04","4.627212e-04","4.852388e-04","9.327256e-04","8.729911e-04","3.401832e-04","3.462212e-04","1.680540e-03","1.324938e-03","4.414773e-04","2.935705e-04","1.247812e-03","1.200036e-03","5.793362e-04"
"LPE 20:4-sn1","0.0070389494","0.0054070272","0.0033938345","0.0023331647","0.0059937722","0.0037648919","0.0021669622","0.0052903978","0.0027878457","0.0032316112","0.0056109968","0.0072598199","0.0049478795","0.0006728271","0.0024964635","0.0030901945","0.0036363857","0.0058237121","0.0049555607","0.0025540182","0.0179334577","0.0053084611","0.0021368489","0.0039566678","0.0027651508","0.0029827630","0.0049065132","0.0036733880","0.0035757912","0.0023449783","0.0022028855","0.0040296489","0.0029428462","0.0030994036","0.0027736812","0.0040948708","0.0038048358","0.0024801901","0.0024629204","0.0040674230","0.0035980373","0.0026379173"
"LPC 22:6-sn1","0.0037391787","0.0020590910","0.0016933180","0.0014930011","0.0027941836","0.0018913712","0.0014855613","0.0034966301","0.0020479927","0.0024134091","0.0028429292","0.0037788991","0.0029218212","0.0002454413","0.0031418727","0.0046246202","0.0024005093","0.0046269624","0.0040307518","0.0014585278","0.0180206282","0.0026218593","0.0005025473","0.0013085791","0.0027102595","0.0014872201","0.0033985048","0.0020930489","0.0023653731","0.0009700260","0.0012903215","0.0017532215","0.0017504674","0.0012967998","0.0015931251","0.0026431071","0.0016609531","0.0013306195","0.0013158289","0.0012474134","0.0062147393","0.0005854420"
"LPC 18:2-sn1"," 0.024118986"," 0.032158314"," 0.010466203"," 0.023562134"," 0.051925505"," 0.023551732"," 0.012622117"," 0.019323781"," 0.009776189"," 0.017799356"," 0.019185695"," 0.022485106"," 0.038113627"," 0.003928243"," 0.049907737"," 0.059095683"," 0.034431338"," 0.095801652"," 0.021075291"," 0.011562067"," 0.199824098"," 0.025696313"," 0.010662497"," 0.014365301"," 0.019307098"," 0.012668234"," 0.079055981"," 0.007561453"," 0.022099451"," 0.009730814"," 0.021559108"," 0.026213545"," 0.019114216"," 0.009760597"," 0.006267806"," 0.026944045"," 0.023268879"," 0.013253217"," 0.011759791"," 0.017358724"," 0.124901278"," 0.011962196"
"LPC 20:4-sn1","0.044909949","0.027055434","0.018259632","0.011402643","0.026616547","0.025159851","0.020363598","0.036186180","0.018234496","0.024953426","0.041653489","0.036629831","0.017046698","0.005696465","0.047970619","0.056374242","0.025648575","0.089255058","0.043117017","0.015649326","0.162300781","0.037581067","0.008566697","0.018584305","0.027026766","0.019021257","0.043367131","0.016354598","0.024562426","0.011164424","0.026447998","0.028742108","0.019190731","0.012911173","0.018087743","0.022228591","0.018655075","0.017384760","0.014193663","0.023324474","0.113931999","0.013299213"
"LPE 22:5-sn2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LPC 22:5-sn2","2.712514e-04",NA,NA,"7.271411e-05","1.479687e-04","2.161485e-04",NA,"1.978711e-04","8.630823e-05",NA,NA,"2.023288e-04",NA,"5.640924e-05",NA,"8.767055e-05","1.064549e-04","2.587737e-04","1.768945e-04","7.554751e-05","8.489926e-04","3.162893e-04",NA,NA,NA,NA,"2.882854e-04",NA,"1.413613e-04","4.432741e-05",NA,"2.014277e-04",NA,NA,NA,"2.234458e-04","1.457000e-04",NA,NA,NA,"4.111039e-04",NA
"LPE 16:0-sn2","0.0009867135","0.0010757143","0.0003146547","0.0004271429","0.0012145835","0.0007628731","0.0004147117","0.0008506008","0.0005260852","0.0006617585","0.0006027914","0.0007732091","0.0011246845",NA,"0.0001911050","0.0004030389","0.0004721320","0.0007729003","0.0010328206","0.0002447934","0.0035830381","0.0009396150","0.0002923170","0.0005224599","0.0004321764","0.0002072620","0.0007400551","0.0004482347","0.0004322129","0.0002241504","0.0002274931","0.0004987381","0.0003769539","0.0002470876","0.0002830846","0.0003957539","0.0002202911","0.0001321931","0.0003168951","0.0003928835","0.0007050875","0.0002604877"
"LPE 20:3-sn2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LPC 16:0-sn2"," 0.041935020"," 0.037011248"," 0.015813270"," 0.011606624"," 0.025736681"," 0.021812168"," 0.019115587"," 0.056120400"," 0.021952370"," 0.032689319"," 0.039377591"," 0.047868872"," 0.016048535"," 0.006009638"," 0.037653066"," 0.054333529"," 0.030962243"," 0.072814197"," 0.053824169"," 0.018108002"," 0.186006706"," 0.043124394"," 0.012129363"," 0.018582026"," 0.029813203"," 0.019240177"," 0.047673485"," 0.019996085"," 0.026169328"," 0.016784473"," 0.030472464"," 0.034407366"," 0.024020255"," 0.015845727"," 0.021313985"," 0.025081630"," 0.021562610"," 0.021781017"," 0.020797197"," 0.026338166"," 0.076518595"," 0.018974712"
"LPE 22:5-sn1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LPC 20:3-sn2","2.210879e-03","2.172107e-03","6.922021e-04","9.868664e-04","1.883743e-03","1.475465e-03","1.210933e-03","2.461569e-03","1.157691e-03","2.146774e-03","1.703363e-03","2.427593e-03","1.120584e-03","5.214806e-05","3.093736e-03","4.218060e-03","1.822322e-03","5.913438e-03","2.427361e-03","1.338243e-03","1.113395e-02","2.563467e-03","5.387680e-04","1.194106e-03","1.597357e-03","1.326680e-03","4.870123e-03","7.833223e-04","1.252748e-03","8.423027e-04","2.023665e-03","1.461230e-03","1.360558e-03","7.415195e-04","7.359141e-04","2.662913e-03","1.229949e-03","6.781258e-04","1.480151e-03","1.050440e-03","5.981601e-03","7.849446e-04"
"LPC 22:5-sn1","1.129275e-03","1.036194e-03","1.519479e-04","4.888019e-04","4.437732e-04","8.693111e-04","7.248361e-04","8.449811e-04","8.214500e-04","7.924517e-04","6.515339e-04","1.623791e-03","7.484018e-04","9.256563e-05","1.146148e-03","1.027939e-03","8.332507e-04","1.490242e-03","1.275227e-03","5.081715e-04","5.121089e-03","8.735420e-04","2.457074e-04","7.216565e-04","1.109285e-03","1.120925e-04","1.772615e-03","8.868198e-04","5.522544e-04","2.182715e-04","5.134110e-04","7.026348e-04","8.964434e-04","4.056503e-04","3.342502e-04","1.278260e-03","6.871090e-04","4.022039e-04","5.924114e-04","4.232410e-04","2.081219e-03","3.042889e-04"
"LPE 16:0-sn1","0.0050834047","0.0043033974","0.0019490791","0.0011771187","0.0073778545","0.0037281101","0.0012764997","0.0066650640","0.0027257203","0.0029231247","0.0041608219","0.0062053205","0.0068357597","0.0004128616","0.0019787875","0.0035946119","0.0028023093","0.0050347951","0.0054949487","0.0014221803","0.0236534525","0.0046537706","0.0008874914","0.0017944290","0.0035114428","0.0021201729","0.0040901191","0.0029614434","0.0022629664","0.0017768433","0.0017608410","0.0043025136","0.0022888728","0.0018808339","0.0018700114","0.0020736186","0.0029387651","0.0021197146","0.0014489873","0.0027250562","0.0042370659","0.0024040178"
"LPE 20:3-sn1","9.585603e-04","1.044946e-03","3.108434e-04","2.254154e-04","8.132355e-04","1.841739e-04","1.340202e-04","7.765080e-04","4.217250e-04","4.519393e-04","5.295143e-04","1.258780e-03","7.842254e-04","8.387321e-05","4.562483e-04","8.879300e-04","6.358643e-04","1.204803e-03","6.833205e-04","2.559573e-04","2.906626e-03","5.872816e-04","2.412097e-04","3.189438e-04","6.484472e-04","5.443595e-04","6.985897e-04","3.268205e-04","2.601278e-04","4.452769e-04","3.201959e-04","3.975165e-04","4.789702e-04","4.556518e-04","2.228337e-04","7.297048e-04","4.132005e-04","3.358952e-04","4.589176e-04","4.287454e-04","1.715474e-04","3.967317e-04"
"LPC 20:3-sn1","0.009053679","0.007326803","0.002982114","0.003038239","0.007848793","0.006202940","0.004706828","0.006892771","0.005203876","0.008738069","0.006565813","0.007048794","0.005260160","0.000815761","0.012405007","0.016495270","0.007427737","0.021385702","0.008731374","0.004520307","0.033756874","0.009532413","0.002227808","0.004387859","0.005766793","0.004120459","0.019007518","0.002911988","0.004515921","0.004018347","0.010200554","0.005879450","0.005335843","0.002833518","0.003026179","0.009900400","0.005467568","0.003516162","0.006277026","0.003508781","0.020931051","0.003077438"
"LPC 16:0-sn1"," 0.19146830"," 0.14547124"," 0.07137423"," 0.05527639"," 0.12186975"," 0.11034842"," 0.09261695"," 0.21906781"," 0.10161026"," 0.13208594"," 0.17732176"," 0.20072752"," 0.07210130"," 0.02549921"," 0.15244884"," 0.20167713"," 0.12149825"," 0.30400289"," 0.21734529"," 0.08139763"," 0.58676838"," 0.16548946"," 0.05556102"," 0.07777041"," 0.14002544"," 0.07563825"," 0.17690603"," 0.08546354"," 0.10847707"," 0.07224404"," 0.11453626"," 0.12718937"," 0.10156994"," 0.06626741"," 0.07939541"," 0.09858807"," 0.09711371"," 0.08366503"," 0.07472129"," 0.09917463"," 0.29417583"," 0.07086798"
"LPE 18:1-sn2","0.0014842420","0.0007685052","0.0006576730","0.0005043145","0.0013066934","0.0008837657","0.0004250602","0.0016969756","0.0005285249","0.0006052974","0.0009257533","0.0011784650","0.0012715322","0.0003397889","0.0006141845","0.0009517347","0.0004649579","0.0008971193","0.0012013459","0.0006414166","0.0038734479","0.0008479727","0.0004139922","0.0005179555","0.0008063515","0.0005628932","0.0005080161","0.0005860677","0.0006750795","0.0005848454","0.0004103220","0.0003483013","0.0009048104","0.0006814385","0.0005415110","0.0009176699","0.0008558121","0.0005905877","0.0003960342","0.0005496794","0.0007314344","0.0004174641"
"LPC 18:1-sn2"," 0.053474343"," 0.038373237"," 0.022227574"," 0.014505654"," 0.034056105"," 0.027498112"," 0.023270736"," 0.059640415"," 0.026365767"," 0.038641611"," 0.043170597"," 0.053179770"," 0.021838394"," 0.007581675"," 0.006127045"," 0.009610168"," 0.031218443"," 0.075800904"," 0.062472510"," 0.021236160"," 0.215539098"," 0.042732399"," 0.012493762"," 0.024761367"," 0.042479449"," 0.023439844"," 0.052280438"," 0.027998168"," 0.033845424"," 0.021616648"," 0.024325686"," 0.041701661"," 0.026746781"," 0.019261971"," 0.024552706"," 0.032936535"," 0.025050981"," 0.020738844"," 0.022843319"," 0.027970580"," 0.061958939"," 0.020082877"
