"","CSF.1","CSF.2","CSF.3","CSF.4","CSF.5","CSF.6","CSF.7","CSF.8","CSF.9","CSF.10","CSF.11","CSF.12","CSF.13","CSF.14","CSF.15","CSF.16","CSF.17","CSF.18","CSF.19","CSF.20","CSF.21","CSF.22","CSF.23","CSF.24","CSF.25","CSF.26","CSF.27","CSF.28","CSF.29","CSF.30","CSF.31","CSF.32","CSF.33","CSF.34","CSF.35","CSF.36","CSF.37","CSF.38","CSF.39","CSF.40","CSF.41","CSF.42"
"SM 18:1;2/20:4",0.0558453831923723,0.0329536952016307,0.0307840212570031,0.0170095086007525,0.0225493369273067,0.0224947669008986,0.0277439904469433,0.0477881213397831,0.0185137391935141,0.0322376865528423,0.0446567600791479,0.0529221158872915,0.015013985914963,0.00584195947660546,0.0373763296694242,0.0604404448568997,0.0267272593409038,0.0625312651339611,0.0599246488925379,0.0210787235232554,0.385078594783709,0.0351125322759394,0.0120822507555193,0.022344752180467,0.0234823019232289,0.0175226320420388,0.0446825805390127,0.0300149612919793,0.0288983686693147,0.0167232270809434,0.0327097589728051,0.028739420037673,0.0262838668491229,0.0197269156065926,0.0200014045974865,0.0234189462118464,0.0173878434628879,0.0164161860456511,0.0140547585302048,0.0186803870357614,0.0689327122107517,0.0112281269951309
"SM 18:1;2/18:1",0.22382094583073,0.128508054260284,0.129517463830017,0.0767957682200531,0.097402307959029,0.0925634838134618,0.114618174986286,0.186755993463577,0.0737219397956751,0.136238411590293,0.167347181706031,0.202022855427147,0.0694533827686857,0.0248619641032531,0.145368829149442,0.242799752204292,0.103590953906541,0.234696779019779,0.226336121633874,0.079791356087373,1.0169365933958,0.14229054276891,0.0556887900272486,0.0990027176239708,0.0965782300341518,0.0798746166239506,0.167821554698068,0.127889710722802,0.137426574045871,0.0715597768313934,0.139279173687193,0.115176592944932,0.109522352189211,0.0848149699861171,0.0848109645234746,0.0939504193853687,0.0781973506645382,0.0781755718135836,0.0663658692695282,0.0798735733711367,0.274978576139326,0.0568928202397573
"SM 18:1;2/18:2",0.0119576840778437,0.00908805424903246,0.0061113466213806,0.00654134169826213,0.0131156091394948,0.0072330155610458,0.00758257547602807,0.0104746507991809,0.00587217398891839,0.00908391800216652,0.0100488606524134,0.0118601021181806,0.00757442746035449,0.00342223945279142,0.0112819972570961,0.019834219934382,0.010893974590248,0.0174793521499123,0.0122958107367098,0.00674327294401713,0.112739219641964,0.00911770312676973,0.00721191848555946,0.00806631066652294,0.00745855072820905,0.00567790116791486,0.0237791037608882,0.00748974470633976,0.0060560649638335,0.00662638593131853,0.0104087307223873,0.00819062208733811,0.00793457880723312,0.00890576171836267,0.00650188585492031,0.0155889041780937,0.00648937538282687,0.00370862155387823,0.00764594512138158,0.00524055228718278,0.0281855860251842,0.00396064328721389
"SM 18:1;2/17:0",0.0183082828881559,0.0133381145410794,0.0171913443920878,0.0109960630924865,0.0159611002273122,0.0102728956552313,0.0106588421759705,0.0226227264875605,0.0103222775140161,0.0159627290200588,0.0192200036824305,0.0154273126889391,0.0125365085633422,0.00499619719497157,0.0122352935838969,0.025685785572232,0.0070404795571208,0.0141705537660558,0.026579955316137,0.0127443408012797,0.156694908815811,0.0184535441632078,0.00581006881433242,0.0179092281035493,0.0129651855684648,0.00946758464699581,0.0252619070968643,0.0101191017590724,0.0134134264194525,0.00874650059961348,0.0133050124628193,0.0149268748159259,0.0163825541350961,0.0085600410857006,0.0112842902385473,0.0198055674879357,0.0116738398074717,0.00652909002777314,0.00852389020789967,0.00859472828063326,0.0275632892281994,0.00888845934633038
"SM 18:1;2/18:0",0.788620574316876,0.505260728418296,0.57097039400148,0.792261705566675,0.357985934215324,0.362509658835349,0.403531640163082,0.791542097666194,0.417275951358703,0.464192653180499,0.702000325566381,0.771881740673743,0.262227178148514,0.16409334445585,0.275270845826953,0.479069720264163,0.326473775324079,0.53939792015313,0.837893333270359,0.359040014952117,1.81743056229982,0.600776979778904,0.168702486839937,0.394234008086876,0.457501363098789,0.40991917401306,0.579451691988849,0.557518103618984,0.571741572554367,0.367136807303171,0.268757629438882,0.427959794833039,0.498061244590243,0.298321522243585,0.360233265596499,0.384606199142872,0.329884873220157,0.309201313757987,0.368387829490265,0.39830580803577,0.484461607157802,0.276017859240943
"SM 18:1;2/20:1",0.0471786759432867,0.0292943400900461,0.030261739589207,0.0316355472257372,0.0362133494109077,0.0341114523116681,0.0353844216803066,0.0402885658724882,0.0210652318362779,0.0429872167338939,0.0453133078558292,0.0369223913416342,0.0258956057769909,0.0113996365377695,0.035948384150817,0.0659606094904357,0.0283273938839513,0.0476875565209718,0.0540486853090123,0.0263429670790937,0.254655257048267,0.0377904022846639,0.0185275303918105,0.0293884576366386,0.032159049733919,0.0247390895590809,0.0547483408346191,0.0265661442382644,0.035494249658618,0.0209517315288334,0.0312034781465733,0.0407426697741307,0.028247564303925,0.0229973129670468,0.0259571590558286,0.0383849120457483,0.0343631844402121,0.0233393851959299,0.0175630330408431,0.0189055289453244,0.102323961991706,0.0136594633106297
"SM 18:1;2/20:0",0.125095681855028,0.0721854152249479,0.0988827451319025,0.218294381069425,0.0826773385989041,0.0641663894051461,0.0675905433509752,0.125240766411816,0.065942653631983,0.0879980567277092,0.126175154227221,0.103665711287905,0.060690200842554,0.0284805220772562,0.0982122465503203,0.12543261840694,0.0723202429748874,0.116201029388544,0.140563455859998,0.0627923975507002,0.612001526531303,0.0899600661628632,0.0382918107031087,0.0664939143595408,0.0891379159686682,0.0710373175155591,0.117280616131495,0.0730096985577202,0.0868553473176335,0.0497333668329639,0.0637332813940524,0.0838815759347208,0.0774307641323398,0.0497500652217331,0.0602829728728451,0.0855470662430876,0.073621601037321,0.0482577081541697,0.0550133882499347,0.0592266757332088,0.167958026753614,0.0380357517483564
"SM 18:1;2/22:3",0.0223841266712969,0.013398111115242,0.0170399577738374,0.0364650621398761,0.0126906203527416,0.0103886189493226,0.0107489267420547,0.0184920266774004,0.0122278294426424,0.0146993709433777,0.0210549790507667,0.0159630951289998,0.0126668901377423,0.00772222373235596,0.0167212150101312,0.0257320994537265,0.0127788189856695,0.0237135217299888,0.0269775698422065,0.0108473224952585,0.155195128771945,0.0159886190872595,0.00991771844020109,0.0121084044966084,0.0161993855675718,0.0154669979060152,0.0188165707139051,0.0147797789853923,0.0115847489194322,0.0111388826613905,0.0143281944051207,0.0176880726121719,0.00996650398970893,0.00963122647943615,0.0122579839941152,0.0177801678167941,0.0126392905761919,0.0093879143107886,0.0101334922959087,0.00927482750462034,0.0398271215582252,0.0102551002478419
"SM 18:1;2/22:1",0.0285751156678886,0.0161541365034866,0.02336262806511,0.0582692335956209,0.0237541499329878,0.0162137616818123,0.0162363462569959,0.0237319181004291,0.0130241888360987,0.0302655922124813,0.0202841152838011,0.0179517399703382,0.0210564458390551,0.0045451859748111,0.0492659147916796,0.0517584791223525,0.0254069642097556,0.0400047826135469,0.0275581128762331,0.0203867449015643,0.214340624597077,0.0236999581206843,0.0140276991570457,0.0228135614497588,0.0150092712240454,0.00954558955051585,0.0544076195387373,0.0125276364489381,0.0131806680872076,0.0087114508869078,0.0341697283797609,0.031688583132699,0.020294275045067,0.0111585669784748,0.0189916534477245,0.0347695145202599,0.0238751868816732,0.0090049355930124,0.0108325040002275,0.00659455504546462,0.0713914700148233,0.00849877290198903
"SM 18:1;2/24:4",0.011263546425848,0.00476488289360298,0.0051701606560435,0.00703609254309652,0.00917407717097367,0.00572468567390801,0.00466758386238762,0.0054684487421898,0.00301799726133189,0.00666755238771896,0.00706841677864987,0.0069490503250311,0.0050858759795293,0.00197797052590331,0.00768581034509577,0.0135866194557408,0.00635856341989077,0.0117543274248977,0.00898763890106355,0.00360747124403571,0.0958668112199465,0.00815857116451493,0.00237978905440984,0.00514714170957327,0.00348945875116747,0.00376537008809086,0.0113450300851062,0.00520798686291817,0.00514361092361448,0.0056712937688291,0.00616989896731503,0.00893370238032959,0.00444989053499094,0.00290972962787402,0.003781441330214,0.00874884995803762,0.00532387598903315,0.00318291813744563,0.00342607330258897,0.00454599727856105,0.0239870574033754,0.00203407187245064
